text,is_hate
ane hamuduruvone me sinhala jathiya agama beraganne harida vedanawen inna,False
oba vahanse idiriyata vadinna rate nayakaya vermai ona hamuduruwane,False
hamaduruwane obawahanse nikam voice cut bayla kiyanne kelinma voice cut nodi janadhipathita gihin kiyannako boruwata muslim jathiya adagena boru dewal karanna epa dan katha karanna waraya gena owa wahaganna boru dewal karanna epa bayla nawathwann kondak nathi hamaduru kenek wenna epa apita therena widihe rate janadhipathi ali sabry,False
kiyanna wachana na supiri sir e padama niyameta theruna katapadam karan hitapuwa den tharka karala liyanna puluwan,False
man campus out ath mewa balnwa a tarm akarshniyi apitath ganna dewal tiyenwa,False
sir ugannpuwa hodata theruna sir,False
ado goo kaapu thadiya oya ganja baila nawatthapang,True
teruwan saranai ape hamuduruwane,False
ape haamuduruwanta nidhuk neerogi suwaya yoodha shakthiya sinhala jaathiyama eksath veva,False
sadu sadu sadu oba wahansata,False
hemadema mehama bana kiyala bawana karoth mage maw bima goda ab saranin berila budu sarana lebey,False
ape hamuduruwane jande ilanne api bawdda kiyala jande dinnata passe slam munge hitha kiyanna baha ape rata beraganna ona molen thama pirimi hari kammali kondak naha lajjai ape ratagana,False
galagoda athth da hora geni kiyak innawada podi hamuduwanta puke ariye ki denakutada upasaka ammalawa dusana karanda puluwanda buddagama,True
ane ape hamuduruwane watina siddastana tika rakadenna mehema giyoth hamuduruwanta athaharinna ussanawa apita balanna baha arthawath bana tika deerga ayusha labewa,False
ane ape hamuduruwane kewata wedak ne ape gon hetikareta,True
premalal jayasekara wage eun parliment enavata api viruddai,False
rajayak hetiyata apa janadipatithumata agamati karaya sadaka wagama hamudapatithuma athulu corona wanuwan satana yadana hemotama ma garu karanawa hada batiyan haurawaya budu saranai hemotama,False
jasinta kiyana eki lankikayek nevey ehenm apitha mona adamabarayakda mona reddak danavada danne,True
ravf hakim keri huththa accident ekak hari vela meriya val balla,True
corona thatuniyatawath senasiman enna edak danna lejjai mawa ahaddi puduma asahanakarayo enna lankawa endiyawath akai lingika wanna mun kanna monawada danna hegim palanaya kara ganna purudu wayalla,True
muslim un serame illanne weneme munta weneme onnam yamallako arabiyeta yanne munge hamedeyakme wenemenak mun mune maguletade me lankawe jivath wenne kalekanniyo mun,True
usme ganne tiyene aitiye nati une yahapalene nisa paliye ape daruwan husme ganne eke sadateme nati keruwa bomba gahala laja nati kame me sakkili unp hatikerete tawe katat kerenewa,True
me wage math pethi kohomada ape ratta enne munta wedi thiyala danna thiyenne,True
giye anduwen mu genalla munta one one widiyeta dewal kera ganne hodai giye pare munge gewal wela thamai nadu ahuwe pare hattea mekelata lejjawak na thamath bath kane harak samagijanebalewege,True
sajithage un hamadamath usawi yane ake misak wene kerane deyak na me rata wenuwen usawi yannath kauru hari inne apaye,False
stute hiru news oba dadanata suba dawasak wawa taruwan saranai oman m,False
rahau fakimge galbani gani uge wennati kata wahapya topi boru kiyane balla,True
dan kohomat awaranaya wadi ape janadi patti tumage ussahaya jayawewa,False
ane janadi patti tumeni udau karana pau,False
udin pennala yatin rta kawa sirisenaya giya anduwe balo kata wahapiyu,True
topi kata wahapiyu aurudu topi rtta kawa balo raniya sajiya samagi balu wege,True
mewata mona tarm kapa karanawada hamuda patti tumeni obata jayawewa,False
janadi patti tumata jayawewa,False
mahinda raja paksa gotabaya raja paksa basil rajapaksa namal raja paksa ape ratta utum minissu dipalla rtta hadana kata waha gena boru codana dannattiwa,False
ane rattaran janadi patti kenek apitta deviyo dunne aperatta beragana apuda idala prasna prasna godak akka ratta bara gatte dirga ausa labewa,False
ounta nidahasa denna apa balo rtta kala mun wage sakkili ratema turan karala dana ona horu akekewat rassa karala na,True
manga desa drohee para balla demala diaspora we gu kala dope wela bila gahanawa,True
kalu kale hiru dakinakan aduma taramin gramasevakayavath dakke nene ekai pudume chande deepalla,False
matt jawaram medalimat sahayawan siyalum ayat kisim karadar hiriher nowewa prsansaneeyai janadipattittumani,False
mangala samaraweerage katata wede tiyanna one henagahana katha kiyanawata mun tiyanta watinne,True
awamangalaya ponnayek ne jathiya agama muta nehe sakkili geri ponnayek n g o akek mu,True
me patta boru kiyana ponni oya dewal karapu ponni kiyanna aethi api dekkane hiru nalikawe maddaya thibunu spikaraya galawa pole gahapu heti patta ponni,True
pasu giya anduwe sira wenakota nida gattha pathalaya raja kara horu jogi natuwa dan thamai ape janadi pathi thuma mewa iwara karanne,False
lankawa pinata pahala una janapathii,False
kerat bit chooti baba idakin munta hena gahanawa atha paya holola hamba kara gena kapiyauko,True
rata wanasana epa,False
rajitha lat kata ghing gu kapan ponnaya,True
ammo me ganu kohomade dario hadane,False
ane bola sakkili premas tho oya gumuke redenne nedda bole jara jara gala kiyavanne amude revagana aneka beheth hora ragedeya unp avajathakasakili thopila ge,True
paskuprharay deiles heladakimi dedineetipiyawaraganna b s,False
ane me ganaya kiyana katawa yako rajaya aehema karanna taram moda na me gotabaya rajayai buruwanee,True
ha karagena palauau topi wage un marennama one ballo ahinsaka minisunta gewal hadanne,True
kohpmada dan me matjawaram allana lassana jaya polisiyata ha janapatitumanta,False
haa obala kawadada janayata kisideyak kale kariyoo balako ain karana hati nodaki rajitayo too makabavila pala,True
sajet hariyata haseranna gala kadagattu waga tamae apata ona,True
niduk neroge suba dawasak wawa samera esara stute hiru news budu saranai oman m,False
ane ponna sajith toge anduwa karapu awa dega arinna tamai dan ape anduwa mahansi wanna ponnayo,True
ponna sagiya tho kata wahagena hitapia,True
rate awaneethiya thuchcha vidiyata awabaawitha kale premadaasa alugosuwage kaale tharuna thariniyan asudaahak vithara amu amuwe mara demma,False
hodai rajitha ponnayata horakan karanna,True
ane mun hithamathame me de kerada manda,False
gammanpilata gotha weema mokak hari awulak wage,False
lankawa minisau bohma danaka karla tiyana kudu bisns,False
gothaya kiyanne uge mathayata viruddawa katha karannath epa kiyala muuta chande deepu ewon uuta viruddawa katha karanne kiyala uuta penne nadda dn uuta apiwa penne samagi balawege wage anee,False
ana tummodar prdasayasahanna kudu thiyanawa hanwalla nathna avissawalla polesiyata api keyanawa ma gana goyala balanna,False
lakmathawaga virodara ranaviruwo apa hadawath wala semada redevi theruwan saranae,False
mekat chanda gunduwakda danne naha,False
kovil k kada dhamana kota obathumanla monawadha kare janathawata kiyanna,False
pala yanna r ss antha wadiya baudda jantha wani poddak ewasanna moo pahuwenakota hema jathiyatama kelinawa,True
oba thuma hodai wage mama nam adamai dakke mehema karha kala eka hodai dan katholuka awlak hadei,False
satahtui obathuma gana ugath buddhimath mahatthayek lankawata adarea manaussayek,False
obata godak isthuthi,False
budusarani,False
manna niyama damala minihak ratata adaraya ati minihak gaatingasamagiya ganahitanaminisun hari adambarai hari dakmak tiyana kanak,False
atthatama garu karanawa oba thumata tamil hamoma ekawage na kiyanna hidama udaharnayak oya vidihatama anith ayawath wenas karanna obata pin api okkoma ekama rataka minissu,False
oba thuma seba minisek,False
oba tumage mahatma gunaya age karamu obata jaya saha theruwan saranai,False
mahattauo sinhala budu dahama adahana kisema kenek trasta vade vada karanne na,False
godak hoda katavak b s konda pana nati nauakauan ennakan ratata deiuangema pihetai,False
oma tumata bohoma pin me atta kata kalata,False
niyamai mahattayo oba wage minesun tamai me desayata one oba tumanla anthawadingen obage jathiya mudawaganna api eka rataka sahodarayo wage jewathwemu,False
balu desha paaluvanta saamayen pirunu rataka inna kota saban gevunu gedavillu vage thamayi kaalakanni,True
slankawa budunge desayai topi okkoma jiwath wenne sinhalayanta pin sidda wenna budunge ratee balu antha wado hethi karee,True
anth wadi okkoma athugala danna one occara kalayak hema jathiyakma eka muthuwa hitiya den tamai me payayo rata kanne,True
obatumata terena taram me mahamola walata ternne naha obatuma pamanai sinhalaya wenuwen sangaratnaya wenuwen katakala bohoma pin heta obatumata wiruddawa chodana karaida sanne naha,False
suvapathvewaa mithraya,False
obage katha godak ahala thiyenawa aththatama oba hoda manussayek,False
obathumata sthuthi madis tha bawayata,False
machchan ombalawage desapalanaya karana aya tamai demala samajaya tulin mauviya yuthu,False
obathumata sthuthi,False
wery grade lanakawa deunukaranna meawage mahattaru ratata oana meayala ratata sampatahak meayalawa araksha karana eaka singhala wana apage wagakema,False
me anduwatanam kade yanna epa attha katha karanna,False
obathuma athulu swalpayak athi hoda aya obata devi pihitai,False
oba tumata tuti me gena denuwat kalata dayas porawa tamai me serama karanne,False
demala kariyantath keyanna thiyenne meka sinhala ratak keyana akai demalunta puka dena sinhala kariyantath ekkala thamai keyanna thiyenne meka,True
kari ponnaya ammata huka wanava dana ganin sinhalayo aussa ganna epa ayeee,True
buddhimath arunkanth mathidunta siyalu deviyange aarakshawa labewa,False
menna niyama naayakayek oba wagey aya thamai apey ratata watinne api obata hisa namaa aachaara karanawa dhirgayusha wewa,False
janatawata atta kewata obatumata thanks,False
obe adahasata api ekagai oba vani aya api agaya karanne oba apata adambarai oba saba sri lankikayek,False
meka singha bawudda rata tama inna bari aya palayalla echcharai,True
apita upades epa oyage ayata kiyanna ahema karanna epa kiyala ai apita kiyanne ape kollo ewasana nisa tama oluwata atha hodanne,False
obatumata edina tamai oya prakasa karanna tibune kamak naha danhari watahunane,False
kelehi guna nati piyatumanla pasku praharaya ta viruddawa ohoma pelalali giyada,False
onna rattata adarae hendu aya,False
obathuma niyama edithata hadawathak thibena niyama mahathek,False
ow aththatama nichi ape ganasara hmuduruwange photo akakta sarappuwan gahana ape hala dakinawa nichi,False
bohoma hodai kathawa hamoma mawa tharun ganna ona,False
kohoma moka deagaluwath me rata allaganna bahea obathumalawage aya watinawa obathuma hindu aya deanuwath karanna,False
mawenuwan kate karapu hodame katewe,False
hamuduruwan wachanyak kiwwot cid ekata gennanawa et jatiwadi adahas wapurana badurdeen hisbulla asad sally vigneshwaran sivaji lingam la monawa karat kiwwat dakinne t ne ehennet ne,False
kadinal thumage awadanaya pinisa,False
apita kagenwat adala nane ban api diyunu unanam athi ara ratin me ratin meka kiwa araka kiwa kiyala apita vitarane ban me serama,False
okai aththa meka haki thak share karanna jathiwada lebal gahala inna okkoma aen karanna welawa hari,False
maka sinhala baudda rata k thama eka katawath nathara karanna ba,False
ara gajendaran party eke ayata neethiya kriyathmaka kalauthuda nathida,False
pala pako yanna,True
arunkanth mahaththayo oya kristhiyani pakayala kavada hari oyalage hindu ayath kristhiyani karanava kavadahari demala kristhiyane vei pulleyar sami nathivenava,True
oya tarm pahdele karnna,False
sinhalayani taerum ganilla u n p kawoda kiyala lankawa baeragana gootabaya metitumawa janapati karanna aekwana,False
ammata hukavanava kristhiyani pakayalata min passe loya pakayalathath kelinava huththige puthalata,True
me antuwa ponnayo inne sinhalayani kapuwoth eka let jathibeda athahara ekathuwenna mechchara kal api bayanathiwa ekata hitiya,True
oya hari aththakiyanne me rata mechchara kalayak jiwath una rate hamoma me rata aithi samagiwa jiwath viya yuthui,False
derana hiru sirasa chanel kawruth mey vedio eka news walata dammada media th unta orna ewa thamai darnne meyka kichchara honda pahadeli kereemakda,False
oba thumata thaeranadae ape karey janadey ponna ranilta thaeran nha munta hana ganda ona ahinsaka minissunta karana awata hena ghanda ona,True
honda pahadelikereemak,False
oya atta kiuwat boru kiuwat apita kamak ne meka sinhala bauddha rata eka piliganna wenawa tamil muslims serama echcharai,False
unp ballan passe yanaun me ratarekaganna jathiya rekaganna agama rekaganna ona un nemei,True
obathumata apita therena tika me anduwe inna mahaekage indala pahalata wagakeemak daranne naha kalakanni mongala ranila sajith saha buddasasana kiyana ponna amathiya deshadrohinge chandanisa sinhalaya golukaranawa,True
hmmm oba tuma atta kiyanne,False
ownwa elawanda iwarane eta kota,False
muslin wage wena jaten katteyak wenda ate,False
munwa alla maranna oni parahatta,True
me awejatheka desaddrohi amena sakkilliyanwe presiddiye br gal gasa mara damiye uthuiy,True
hoda hoda sallam essarahata,False
oya narakadenwa allala okkoma ahanna ona rata thopada apada keyala,True
ado mokunda bn un br br muslim unda,False
me thirisannuta thamai ella marannama one,True
bokka budusaranai mchoooo,False
machan mamath muslim thamai me vage para wada karana ballan va ellala maranna oney,True
oya salliwelata karana wada kalakanni okun gana awadanayen sitinna,True
oba kiyana kathawa sampurna aththa kisima agamak adahanne nathi ballo ththtama innawa okunta uparima daduwam denna one,True
ape budunge agama wanasanda katath ba ape ratata budu saranai,False
niyamai supirima kathawak mama ubata respect karanawa heshisha eth uba samahara walawata kohawat nathi ganu ganalla karana vedio walata wada me wage wadagath vedio karapan ubata jayaweva malliyo,False
buddhagamata niggrhakarana unwa galghala karanna one,True
malli kawdawt katolik aya balu weda karanna,False
ponnayo k unlike kara etha,True
hari ammekuta appekuta jathaka nathi sakkiliyo owunta padisan denawa,True
ai pirimi burukawa anda dan burukawa thannm kalot hari aka adura ganna pluwan gannida minihada kiyala,False
okunga muna pannanna appita,False
me nam sakkili awalam idakin munwa marala danna oni,True
sthuthi bohoma danuwath kalata,False
saho ubata godak adarei ban niyamai ape kama thiyenawata,False
onna aiye oyage channel eka subscribe kala niyamai aiye,False
amooo adarei godak,False
malli mamath tamil tamai mag me wanakan inne shihala ayath eka tamai apinam homa na,False
oya video eka balala wenna ati ara duliya kiana aka hamuruwarunta kunuharupen baninne,False
onna owa tama me samahara un you tub dagana hamba karanne malli onna ohoma atta hoyala danna,False
ana deviyana ma apita mk una malli godak hodai danuwatkaranawata bs,False
mewata neetiyak nedda,False
kalisama gallola balala nealanna thibunanee duwanna,True
ade aiya loku deyak fb page ta video k hadapu,False
respect heshitha bro mang muslim unata maath kiyanna kemathi lankava baudhdha ratak kiyanna mang kavadath kiyanawa,False
okunta kiyanna deyak na bn pakaalata,True
sahodaraya api obata patta aadaree jaathi beedha wedak naa bro api ekamuthuwaaa jeewath wenna oneee bro luv u bro,False
budusaranai kollo ubata adare mewa danawata,False
munta rajakale daduwam denna oni para haththa,True
ara indika thotawattha karanneth dharmaya wikurthi karana eka balanna eyage videos blind wela ipadila thiyenneth pawata kiyala eyata terenna dan karanneth paw,False
munwa alla maranna oni parahatta,True
me awejatheka desaddrohi amena sakkilliyanwe presiddiye br gal gasa mara damiye uthuiy,True
hoda hoda sallam essarahata,False
me thirisannuta thamai ella marannama one,True
dn sapada,False
hambayoi demalui ape rata winasa karanawa,True
hondhata thibunu ratak api watichcha thanak,False
meds mulane asuchi kana baiyanta oka ganak ne rahai unta thopita wage un nisa ratata ada kelwela thiyenne,True
top ara hora takkadiya mahindanandata kiyanda oney deng umbala thamai lankawe inna kamba horu mekata umbala wandhi gewenda weneva,True
maraa khomat horaa thamai,True
munta marrenda kalinma panuwoganda one,True
ko me ganagediyo tika,True
hondatama kiyanawa,False
ane ban baila gahanawanee sakk,False
ana rajapaksa paramparawama kunu welama marela pala,True
hora wesige putthu paulama akai ko okunta naduu,True
sajith gana visvasayak thiyanna puluwanda eya se,False
unlike karala thiyennne ewun,False
illa as unama harida ethakota horakan karapauwa,False
gotabe americaven avith chande,False
kavatha vath appe rata goda yanne na ma kalakani hinda,True
tika dawasakin amathaka wela yanawa kalabala wanna epa,False
rajapakkala kawadawath illa as wenne naha,False
ella as wiya youthui,False
gaman pilata hana gahapiya,True
raja sini hora rajapaksa sapaya,True
holman pile amu harakek,True
moda janatavata ova vadakna unta tava mokak unath jayaveva kiyai untama,True
den saneepada,False
sini nikadan hakurukapalla sini genaekath nawathapalla,False
sinisena hemaekemma ka horakamenuth no,True
hora huthaga puthala,True
higaa kapn mahinda rajapaksa,True
pahara ballo,True
hena gahano anduwata,True
wesa huththi thopi wage vesiyo hadapu maha ekatath hena gahanawa patta huththi,True
lakawa winasa krna gon huththi thoge baduwa kunuwela mriyan wesi podi ekk hdnnagnna ne lnkawe sadashare knwa wesii tho,True
hiii piumi akki paw ane oya pirimi pirimi widiht hitiynm iwaraine akki jeewath wenne eyt hoda widihata eyt prshnyk nettam apita kohomath prshnyk nane akki oyge number eka dennakoo plz,False
pumi akke coll me ane aniwaremma coll ekak ganna,False
wife ta wahakanna hithila aththe dn,False
sinhala bh wage kathawa,False
adum nathuwa video akka karana akka,True
oya haluwen innakota oita wadiya lassana athi nada akka,True
niyama kakul deka dakkama naginawa,True
tho me samajete karana aparadeta tho naki unama marenne redi natuwa redi ta giyath ballo heluwen wesawi,True
ane wesa balli thoge gedi kapala thel danna ona thota witharada gedi thiyenne thoge owa hamadama pennagena innakota epa wela thopiwage awun haduwata wada hodai eladenak haduwanam kiri bonna thibuna,True
oy ohoma inna mnkh,False
spiri gedi deka,True
aththatama oyage hasban kauda akki,False
pala balli u kiwe atta,True
niyamai,False
owe aka atha,False
gon huththak meki budu dahama genawath sinhala sanskruthiya genawath danna wesiyak nemei me wage kunu vidio danna epa ban,True
lankawe sanskruthiyak kiyala deyak thiyenawa,False
lassanai godak,False
oya lassanai sudu piuma,False
comments daana godak kollo pirimi newe cheetha ponnayo,True
manam oyata harima asai godak lassanai,False
aththaa akkiyo apii inna one apits ona widiyata mokada rate lokayage kathaa wadak nh adinne apinam salli apenam katawath parshna thiyenns bh ne,False
daruwek enna amma kenrk enna hti tu nodakin,True
oya hodai ane oya banna meeharaka anunge opadupa hoyanava athi,True
oya ge than gediya maru,True
iyaaaa,False
oya kiyana de aththa,False
mara akke niyamaii el,False
kiyannako,False
matakad mama,False
data aka kawada ok,False
anemanda bn munuth,False
lida inna gmbooo lida pramana vitaraina danna,False
oya oya jiwithe widinawa newei akke widawanawa balanna ketha oyage huuu heluwen oyage amma paw minissu eyatai baninne,True
lajja nathi ganiyek oya gahanu wechcha apitath lajjawak balanna aththatama oya oya adina widiya oyata banapu kena hariyatma hari oya wesa ganiyek,True
hebei akke oy kyn ek atth,False
uba potta sudu unata hutta wate kalui neda,True
puh,False
anunge magul hoyanne nathiwa thaman hariyata hitiyama hari api piumigen kenneth na piumi apen kanneth na ratty kochchara asadarana wada vinawada a dawal walata katha karanna ballek wath na wadakata nathi anunge kunu hoyana wa anunwa hadanna ba thamanui hadanna one,False
sudu nangiya api denna mona hari karamu,False
gonjata kela uneth me wesi nisa thmai dem bath ekak ehma beda gena plyn ghn back side eka ilaganin,True
ela naigee,False
mona unat oya lassanai akkiyo anika oyata mada gahana eun m qwat oya watenna epa tawat nagitinna umma akkiyo,False
menna me don petiyata kiyala diyalako ratatama podu u nithiya andukramaya kiyala unta one nithi walata inna meka muslim ratak newe kiyapallako muntada anduwalin andukaradura dila thibune,False
hupan thambi pako,True
hoo hoo bijja athda thota pakaya,True
thota shot eka onada sudu van eke yanna asada goda dura thope kona sunnaththu krala kta hukanna puluwan nam kona kapan nathi sinhalayage bale khoma weida ura kapiya ura badhala,True
pala hambayo yannawa ura kapiya urumas kellak thoge payye kona nemei mulu payyama kapadanna ona,True
pala pala tho uda biruwata thopita ona dewal karanna meke hambenne na yako,True
tho hari waradi balanawanam ratawalwalata nithi mokataha paharayoa,True
mata ehenam okava hamba unanam kana palanava uurage,True
ane uduburana ballo rate ganu thota gahanne br ape ganu nemi br muslim ganu kalinma thota kelinne br thawa burapan ballo thota mokadawenne balaganin,True
munge widihata api inna dunne munne pettaka inna anik minissu e widihata ne kiyala ahinsaka minissu meruwe kuranaye ewage igenweem tiyenm api mokatada tawat sadda netuwa inne,True
toge kauta kawata madi peretaya topi uda paninna epa hutto nidagana inna sinhaya awadi wenawa hutto ponnaya to pala ape ratim peretaya,True
moda hukanna,True
ado tho palayan muslim ratakata meka ape bautha ratak neethiya okkomatama akai aka rate neethi dekak naha,True
pakaaas saali ammata huka gannathiwa hitu ura,True
ane hutto toge pukata wedi tiyanne,True
ana hutto saudiyata pala to,True
meka me kiyanne agama gena apita agame nithi ne yako,False
meka maha gon kathawakne kiyanne,False
gota muta shot eka dunne nattham therumak na,True
kata wahagena hitapan ballo,True
ane manda mu anagaththa,False
thota hariyana ratak hoyan pala meke thopita one widiyatama natanna ba meka sinhalayage rata innawa nm sinhalayata one widiyata hitu nattam pala makkamata,True
kari ponnaya oka ratata wina karana un balaganilla kapati pakaya diya yatin gindara aran yanne,True
muwa dammala me karanne siini sugar case ekata yana mahajana awadaanaya kadanna kiyala oyaala therum ganda muu oona payyak dodawapuden siini sugar horakama kooti kata wediy,True
pissak kari ponnaya,True
ane ammata hukapan uru paka,True
ranjan ramananayawa hire damma rate winisuruwanta apahasa kala kiyala rate neetiyata garu karane nti apahasa karana muwa ai hirabarayata ganne natte,False
ewasanna oya nabithumath ewasuwa oyath ewasann,False
puka deepan,True
ponna yek,True
ammata hukawanawa keri tmbi blla yako,True
ei mekawa eliye inne thama,False
asadsalita puke arina nithiyak wenna athi eka nedaaaa anee pakooo,True
anunge pakawala hoyanna epa yako,True
atta iya,False
ubath salli hoyanna danna nathi reddawal nokiya job ekak karapan pako,True
makan wanna thoga channel akath epa wannawa oka athi yako dan wana akak dapannako,True
ponnaya tho ratat saapayak kagehari atamagalayak vikunan kaapan tho meetavediya ammawa vikunapan ponsiya views hinganna,True
bella nathuwa newe oluwa nathuwa si karayata lamai k innawa waradi karapu k innawa si ge wiwahaka biridath waradi samahara gahanu husband gana hithan naha lingikawa akata mul thana diyayuthumai sahara hoda pirimi iwasagena idala marila yanawa sathuta thiyenne athana br tikak hithala balanna,False
hawa thawa th e pul wala ayata apahasa karanna epa br please oya video ayeth hadanna epa,False
ane oya wage vedio kara kara market wenna epa br owa news walin denagaththama ethi ne br br e minissu den merila ewarai ne e jeevitha wala karume ewa hoda hoda made danna epa br br ewage video hadanna gathta karana kalaya pavichchi karala samajayata wedak ethi deyak karanna please br br t,False
duwa huth danna paiyakuth ne,True
okaahal ahti kobella,False
unsub karanawa saho,False
ponna hutto umbata wena weda neddha huttho,True
mun wage boru pakayanwa bag akaka danna kauruth nene,True
bella kapannama oni,True
mama nam kiyanne me si mahatthayath kapatiyek u karala tiyenne rawattala uge kariya ishta kara gattha ekek passe una de,False
duka market karala views ganna thamuse konara ashen wage un maha gotha pakku oii,True
ai mekita bandapu nathi kollek hitiyema nadda me rate mewa moda kan neme onakamin karana waradi waradi karayo hama anshayema innawa e nisa eka kotasakata prachare ella karana eka waradi,False
kunu godawal awussanne nathuwa thamange wedak balaganin ponnaya,True
me liyume thiyenne duwek wage salakanna kiyala a kellatath ai a kellata thaththek nedda ehema unath ai duwek ekka ohoma sambandayak thiya gaththe mama nm kiyanne dennama waradi dn mata hinenuth penwa oluwa nathi mala mini mage passen elawanwa wage,False
podi kale idalama hoda naraka kiyala dunnanam ada mehema wenne,False
mahrunawa ahaiiii kohomada karanna puluwan una polesiya kiyanna niteya rhakina kanak goodaj durata eyawaradeeeeee,False
oyage chamal eka wetharai apoiriyawak nathiwa balana ekam eka good luck putha,False
palayan ban hesitha yanna,False
buru super dannama waradi,False
mahinda wesige putha mahindage gani appa wesi amma wesi thatha nayakaraya,True
oba hari kiyana de,False
ane malli eka ganiyek hiyanam hotama athine jivithe vida wanna newei oni vidinnai oni anika lingika asawa kiyala rate inne hama ganiyek passenma yanna oni nane anika ganiyek gen ganiyekuta lingika awayawaya wenas nane podi wenna sak athi eth wenna ekama dene ithin gedara gani idi thawath rate ganu passen yanna magulatada maik ganna da raththarn ganna da,False
bella neme bun oluwa neththe,False
me gon kariya views ganna aith repeat krnawa e video eka news walin denagaththa pako api uba kyanna one na,True
ane malli mage br miniha army eke ekata genu k vithara inna we apita padiya denna ea nisa mama rata idan lamai schoole yawanne api unta daspin oya ballanta belliyanta diyo sapawenawa ape papua aviluna gindara,True
monawa karannada kiyanna tiyennee api asarana wela budu hamuduruvane denna patagena apu heti niwa suwa manussa jivita pau,False
moda mongole sl miniha mokada u muladi boru karala nameda kella rawatuna duradega geya badala keyala dana gatta kella randu keruwa puwe podi kella matanam saki a miniyahage ganiwa me maraneta mokada me ganitath ona une me kalla adara katawa nawattaganna matanam hrema saki,False
ane dan inna ganulamai gana kiyanna dewal na dan inne nakiyek hari kamak na gihin ekata salli tiyenawanan garaagena ita passhe kiyanawa u nakii kiyala dan inna un gana mona kathada,False
fb walenyaluwena ayata honda padamak,False
dura balanna nha kamaya malle,False
oba hari ma apa ayata oka taranna nha,False
polis karaya aei boru kiyala manussayo rawattanna,False
tana hatiyata ana gahanwa,False
dennama waradi malliye,False
vihin nondi wenwa,False
pisssu mala honthuwa,True
kauda malli me guu goda,True
munta mol amaruwa ponnayo,True
mokada mekita wela thithiyenne,False
gon badu ban ubala,True
meki maha magulakne,True
kawinga oyatath pissu mongal unwa genwanawa okita pissu kohomath,True
kawda bn me gona,True
gu keeli genath gada gassanawa,True
ane me gon huttiyoo chuun karanne aye yakkoo wili lajjai,True
pukenut huna una un koo,True
boru posh dana sinhala amaruwen katha karanawa wage pennana me wage aya godak innawa unta meka peneyan,False
pissu ban mekita boru sobane,True
nooodakin wal wesa geni,True
me wage boru programes karanna epa me koiwath inna hunge dewal apita mokatada munge athi deyakuth na,False
appoo panditha kama,False
apppo chora,False
ane hukee huttiyak,True
aparade ape kale nasthi karanne,False
angavikala jeewitha,True
malawikrayakne,False
marama hurathalayak nodakin,True
mala holman pissu kolam mongal ganu puja akka wenna yanawa eya kochchara nihathamani kenekda munta mongal ganu,True
mun gennanne mktada bn thuuu nodakin,True
pisseyak,True
pada show,True
an nethi gona,True
maha gonpart ekak ne meka,True
harima gon mala vikara honthuwak,True
hidakin jara belliyek appriyai,True
ammooooooo haminenawa me patta wesi,True
kawda yako thriposha packet ekata ganja daapu paaharaya,True
ubalath ithin meewa daanawane bn,False
ane deyyane lankawata aba saranay loke anith minissu lankawe genu okkoma mongal kiyala hithanawa athi me wahu kuna ragana regilla dekkama nila messoth wahana badu maduruwo dekkama elawanna anith ayata katha karanawa owata game kiyannebabahukkun danawa kiyalay,True
mata hithena widiyata dinithi semen manasa wedena ehema nethnam manda buddika kenek me wage ayada airline wala gihin ape rate genu aya mehemay kiyala loketa pennanne,True
meh gani ta maduruwo maranna baa haha surname nan galapenawa wal ma thamai minissu kiyak ekka idala thiyanawada meh ganii chik jaraaaaa,True
maduruwo nomarana minee marana kaalakanni quot budunge deshaya quot,True
pada show,True
loku miyo kata athulatama dagannakota okun kisi saddayak nathuwa athi boru pada sho,True
pooja akki wage wenna haduwata uba wage manasika rogiyekta ehema wenna ba pooja akki katha karana vidiyata asa hithenawa katath uba dakiddith appiriyai,True
mona hukana katha,True
ane huke,True
monooouththakda me,True
adare ona una kiyala lamayek bendagena hariyanawada mewata congratulations kiyanna hoda ne paw itin mewa adarshayata ganna lamai,False
dan lankawa jara ratak,True
ae keyannae samitata wayasa aurudu i,False
ane apita mokada ithin ayalage kamatthani me palaweni aka newaini thawath naki gayakayo kidenak kallo thiyagena innewada apita anun hadanne be apita wadakuth ne api hariyata hitiyanam acharai,False
ane yako lamai nevi hadapan duwata lamayek,True
apoi thuuu nodakin,True
samithage kalin wiwahayen upan daruwo denna,False
kawru kawrut anunge kunu hoyanna kalin tamange kunu hodaganilla,False
samitha ekige puthath ekkath budiynwa athi bn aru maha ponnyek,True
adooo thota kellek hitiyema nadda a samithooo botath minihek hitiye nadda thuuuuu nodakin,True
nodakin psttama parts gondenak sameti kiyanne lankaveth kiyanna lejjai apita am mam dubaihi sita,True
nodakin me wesa geninam,True
mona wage ganiyakda me,True
onna ounge thama belli kapanna onee,True
sathutin inna hamadama,False
ko pakayo innawa kiuwa lamaya boru kiyanna epa huththo kiyanna de kelin kiyapan,True
boru ne liyanna,False
onna ohe ona k krgnna appa apita wadak nathooo,False
ane bs oyalata sathutin inna,False
wena danna deyak nadda ane,False
chute babay hadala denama sathuten enna god bless you all,False
ane manda,False
a dannage sathuta nam anith ayata mokada hamadama sathutin enna,False
samitha monawa kalath daru danne dala giya nane,False
eyalata hodai nm apita moko bn apita rate minissunwa hadanna bane eka tama tamange kamattha,False
oppu karala iwara na bn thawa kal thiyenawa,False
thpi denatama henaama gahanawa mewa danawata,True
